Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
TGU,Tehama,52555,0009464, 09/07/2019,0,GRISWOLD #3,143,963,  BOWMAN RD BOWMAN 96022,40.3080,-122.4625,Arson,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0009462, 09/07/2019,0,BASLER #1,142,931,  BASLER RD/WOODSIDE RD  BOWMAN 96022,40.2593,-122.4277,Arson,400.00,1.80,0,0,0,0
RRU,Riverside,33085,0115126, 09/07/2019,0,HERITAGE RANCH SANJ,142,962,800  COMMUNITY COLLEGE DR San Jacinto 92583,34.3452,-117.6222,Undetermined,0.00,0.10,0,0,0,0
MMU,Madera,20015,0018962, 09/07/2019,0,STACK,171,659,21519  RD 4  Chowchilla 93610,37.1055,-120.7465,Miscellaneous,"2,000.00",0.10,0,0,0,0
FKU,Fresno,10032,0013198, 09/07/2019,0,FAIRFAX,171,900,  N FAIRFAX AVE/W NEES AVE  Firebaugh 93622,37.4186,-120.9472,Undetermined,"10,000.00",1.00,0,0,0,0
FKU,Fresno,10032,0013211, 09/07/2019,0,QUALITY,143,931,  E CALIFORNIA AVE  Sanger 93657,36.7212,-119.5402,Undetermined,0.00,0.00,0,0,0,0
SLU,San Luis Obispo,40555,0012076, 09/07/2019,0,BURK,143,000,215  BURKHILL LN City of Arroyo Grand 93420,35.1579,-120.5912,Equipment,0.00,0.25,0,0,0,0
LNU,Lake,17555,0016101, 09/07/2019,0,OAK,142,931,6910  Live Oak DR Kelseyville 95451,38.9525,-122.4991,Equipment,"80,000.00",53.00,0,0,0,0
TGU,Tehama,52555,0009465, 09/07/2019,0,CANTER #2,143,962,18050  BASLER ROAD  BOWMAN 96022,40.2514,-122.4398,Arson,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0009466, 09/07/2019,0,BENSON #4,143,963,  BENSON RD  BOWMAN 96022,40.3167,-122.3757,Arson,0.00,0.30,0,0,0,0
RRU,Riverside,33555,0115132, 09/07/2019,0,BARBARA,142,900,43577  BARBARA TRL Aguanga 92536,33.4891,-116.8070,Undetermined,0.00,0.03,0,0,0,0
CZU,San Mateo,41115,0006697, 09/08/2019,0,,141,935,8181  LA HONDA RD LA_HONDA 94020,0.0000,0.0000,Miscellaneous,0.00,0.01,0,0,0,0
TGU,Tehama,52555,0009517, 09/08/2019,0,BEND,143,931,  BEND FERRY RD/JELLYS FERRY RD  JELLYSFERRY 96080,40.2818,-122.1776,Undetermined,"1,500.00",17.50,0,0,0,0
AEU,Amador,03555,0027535, 09/08/2019,0,WILLOW,143,931,  Highway 16  WILLOW_CREEK 95699,38.4530,-120.8755,Vehicle,0.00,4.00,0,0,0,0
BEU,Monterey,27095,0005143, 09/08/2019,0,THORNE,143,931,  THORNE RD/LOS COCHES RD  Soledad 93960,36.3183,-121.3031,Miscellaneous,0.00,1.00,0,0,0,0
SHU,Shasta,45555,0009707, 09/08/2019,0,BERRY,141,669,"  N. 40 53.296, W. 121 38.275  Burney 96013",40.8883,-121.6379,Arson,0.00,0.60,0,0,0,0
AEU,El Dorado,09555,0027514, 09/08/2019,0,MORMON,141,669,    SIERRA_SPRINGS 95726,38.7108,-120.5659,Campfire,0.00,0.20,0,0,0,0
BTU,Butte,04035,0010675, 09/08/2019,0,MERIDIAN,143,931,  HWY 32 W/MERIDIAN RD  WEST_CHICO 95973,39.7535,-121.9198,Electrical Power,0.00,0.25,0,0,0,0
BTU,Butte,04555,0010669, 09/08/2019,0,FLAT,142,931,Grimont  OROVILLE BANGOR HWY  KELLY_RDGE 95966,39.7943,-121.7931,Arson,0.00,1.00,0,0,0,0
SCU,Santa Clara,43040,0006451, 09/08/2019,0,FISHER,143,931,780  Fisher Avenue  MORGAN_HILL_CITY 95037,37.1128,-121.6249,Miscellaneous,500.00,2.10,0,0,0,0
FKU,Fresno,10555,0013262, 09/08/2019,0,DERRICK,143,982,  S DERRICK BLVD/TORNADO AVE  Coalinga 93210,36.1954,-120.3882,Electrical Power,0.00,4.50,0,0,0,0
TGU,Tehama,52555,0009520, 09/08/2019,0,FLOURNOY,143,419,3067  BURNHAM AVE WCORNING 96021,39.8868,-122.2117,Under Investigation,0.00,0.01,0,0,0,0
MMU,Madera,20015,0019017, 09/08/2019,0,HWY 41  S/ CHILDRENS BL,143,931,  HWY 41 S/CHILDRENS BL  ROLLING_HILLS 93636,37.3973,-119.7710,Vehicle,200.00,1.50,0,0,0,0
RRU,Riverside,33090,0115790, 09/08/2019,0,FILLMORE ST / AVE 61,142,931,  FILLMORE ST/AVE 61  Thermal 92274,33.6057,-117.2931,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0115816, 09/08/2019,0,UNA ST / MARKHAM ST,143,419,  UNA ST/MARKHAM ST  Mead Valley 92570,33.8515,-117.3094,Undetermined,0.00,0.10,0,0,0,0
MMU,Madera,20555,0019022, 09/08/2019,0,SUN,143,900,32868  SHOTGUN LN Coarsegold 93614,37.2232,-199.6727,Under Investigation,0.00,0.01,0,0,0,0
MMU,Madera,20555,0019021, 09/08/2019,0,DEER,143,419,43116  DEER TRAIL CT  YOSEMITE_LAKES 93614,37.1806,-119.7651,Playing with Fire,0.00,0.01,0,0,0,0
MMU,Mariposa,22555,0019024, 09/08/2019,0,BEN,143,931,4209  BEN HUR RD MORMON_BAR 95338,37.4358,-119.9459,Equipment,"2,000.00",1.76,0,0,0,0
MMU,Mariposa,22555,0019024, 09/08/2019,1,,143,931,4209  BEN HUR RD MORMON_BAR 95338,37.4358,-119.9459,Equipment,"2,000.00",1.76,0,0,0,0
RRU,Riverside,33555,0115953, 09/08/2019,0,MARTIN,143,931,48670  MARTIN RD Cabazon 92230,34.5544,-117.3580,Vehicle,"3,000.00",1.00,0,0,0,0
RRU,Riverside,33090,0115747, 09/08/2019,0,HIGHWAY,143,931,  I 215 N/CACTUS AV OFRP  Riverside 92518,33.8661,-117.2611,Vehicle,0.00,0.25,0,0,0,0
RRU,Riverside,33035,0116366, 09/09/2019,0,E FRANKLIN ST /N MAIN ST,143,960,  E FRANKLIN ST/N MAIN ST  Lake Elsinore 92530,34.1178,-117.5443,Smoking,0.00,0.00,0,0,0,0
BDU,Inyo,14555,0013586, 09/09/2019,0,HWY 395  /E INYO ST,142,960,    INDEPENDENCE_AREA 93526,36.8786,-118.2394,Equipment,0.00,0.10,0,0,0,0
AEU,El Dorado,09050,0027624, 09/09/2019,0,OXFORD,143,931,  OXFORD RD/CAMERON PARK DR  CAMERON_PARK 95682,39.1287,-121.6347,Equipment,0.00,0.02,0,0,0,0
SCU,Alameda,01555,0006461, 09/09/2019,0,ISABEL,143,961,2980  Vallecitos RD SOUTH_LIVERMORE 94586,37.6223,-121.8089,Undetermined,0.00,0.93,0,0,0,0
SCU,Alameda,01555,0006476, 09/09/2019,0,VALLECITOS,143,961,6705  Vallecitos RD SUNOL_AREA 94586,37.6085,-121.8273,Undetermined,0.00,3.19,0,0,0,0
RRU,Riverside,33005,0116275, 09/09/2019,0,I 10  E/ HARGRAVE ST OFRP,143,951,  I 10 E/HARGRAVE ST OFRP  Banning 92220,33.9206,-116.8836,Undetermined,0.00,0.10,0,0,0,0
NEU,Placer,31125,0022101, 09/09/2019,0,WALERGA,142,931,  PFE Road  PCF100 95747,38.7273,-121.3737,Playing with Fire,0.00,0.86,0,0,0,0
NEU,Placer,31555,0022067, 09/09/2019,0,WISE,143,000,  WISE RD/KRAG LN  PCFD 95603,38.9117,-121.1564,Undetermined,"1,000.00",0.12,0,0,0,0
MMU,Madera,20010,0019099, 09/09/2019,0,HWY 99  S/E ALMOND AV OFF,143,946,  HWY 99 S/E ALMOND AV OFF RAMP  MADERA_CITY 93637,37.5822,-120.0822,Vehicle,0.00,0.00,0,0,0,0
BDU,San Bernardino,36555,0013596, 09/09/2019,0,BERRY,143,419,3755  BLACKBERRY DR RIALTO_AREA 92407,34.1870,-117.4163,Playing with Fire,100.00,0.10,0,0,0,0
MVU,San Diego,37555,0013271, 09/09/2019,0,MISSION 2,142,000,  I 15 HWY N/MISSION RD  Fallbrook 92028,32.3716,-177.1684,Under Investigation,0.00,3.00,0,0,0,0
MMU,Merced,24005,0019101, 09/09/2019,0,SYCAMORE,143,931,  SYCAMORE AV  ATWATER_CITY 95301,37.5800,-121.0308,Campfire,200.00,1.00,0,0,0,0
FKU,Fresno,10032,0013306, 09/09/2019,0,RIVER,143,931,1605 W upper Bridge  Reedley 93654,36.6015,-119.4722,Undetermined,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0013320, 09/09/2019,0,RIVERBEND,143,600,3570 BLK N RIVERBEND AVE Sanger 93657,37.3091,-119.8500,Equipment,0.00,39.00,0,0,0,0
SLU,San Luis Obispo,40555,0012188, 09/09/2019,0,WELLSONA,143,600,6988 N RIVER RD PR_CO 93446,35.6963,-120.6804,Electrical Power,200.00,2.09,0,0,0,0
LNU,Lake,17555,0016232, 09/09/2019,0,WHALEN,143,931,  Hwy 29 HWY Lakeport 95453,39.1115,-122.9085,Vehicle,0.00,1.10,0,0,0,0
LNU,Lake,17555,0016252, 09/09/2019,0,BACHELOR,143,931,  Bachelor Valley Road  UPPER_LAKE 95493,39.2001,-122.9664,Equipment,0.00,15.00,0,0,0,0
LNU,Lake,17555,0016264, 09/09/2019,0,POND,143,931,1780  HWY 53  CLEARLAKE_OAKS 95422,38.9907,-122.6098,Vehicle,0.00,1.50,0,0,0,0
HUU,Humboldt,12555,0008520, 09/09/2019,0,KNEELAND,142,400,7653  Kneeland Rd  Kneeland 95549,40.7415,-123.9595,Debris Burning,0.00,0.16,0,0,0,0
RRU,Riverside,33555,0116158, 09/09/2019,0,ROSA,142,931,  RANCHO CALIFORNIA RDEOVIA SANT  Temecula 92590,33.4974,-117.1789,Arson,0.00,1.00,0,0,0,0
MMU,Merced,24035,0019129, 09/09/2019,0,WINTON,561,419,7196  CRAWFORD ST Winton 95388,37.3838,-120.6168,Debris Burning,0.00,0.10,0,0,0,0
RRU,Riverside,33555,0116464, 09/09/2019,0,REDLANDS,143,931,10717  REDLANDS  Moreno Valley 92555,33.9573,-117.1567,Vehicle,0.00,0.30,0,0,0,0
CZU,Santa Cruz,44555,0006713, 09/10/2019,0,HAMMER,141,935,  CAMP HAMMER (21401 HWY 236)  BIG_BASIN 95006,37.1676,-122.2022,Electrical Power,0.00,0.50,0,0,0,0
SHU,Shasta,45555,0009793, 09/10/2019,0,SWEDE,143,962,9595  Swede Creek Rd.  PALOCEDRO 96073,40.5671,-122.2201,Undetermined,0.00,0.10,0,0,0,0
SHU,Shasta,45555,0009795, 09/10/2019,0,ERMA,143,931,5500  Erma LN HAPPYVALLEY 96007,40.4409,-122.3453,Arson,0.00,1.48,0,0,0,0
SHU,Shasta,45555,0009791, 09/10/2019,0,GULCH,142,931,  CHINA GULCH DR/CANYON RD  HAPPYVALLEY 96007,40.4893,-122.3969,Arson,0.00,3.85,0,0,0,0
BEU,Monterey,27555,0005176, 09/10/2019,0,RING,141,400,22  LOS ROBLES LN CARMEL_VALLEY 93924,36.5073,-121.7597,Under Investigation,0.00,0.72,0,0,0,0
SKU,Siskiyou,47555,0007268, 09/10/2019,0,MEISS,142,931,    SAMS_NECK 96023,41.9358,-121.9368,Electrical Power,0.00,0.76,0,0,0,0
NEU,Nevada,29555,0022150, 09/10/2019,0,BLOOMFIELD,141,936,13273 N BLOOMFIELD GRANITEVILLE RD NCCFD84 95959,39.2932,-120.9861,Undetermined,0.00,0.20,0,0,0,0
SCU,San Joaquin,39559,0006496, 09/10/2019,0,XSJ,143,961,  Tracy BLVD SAN_JOAQUIN_COUNTY 95206,37.8830,-121.4564,Arson,2.00,0.01,0,0,0,0
RRU,Riverside,33051,0116692, 09/10/2019,0,INTERSTATE,143,931,  I 215 N/NEWPORT RD ONRP  Menifee 92586,34.1790,-117.3128,Vehicle,0.00,0.50,0,0,0,0
MMU,Madera,20010,0019177, 09/10/2019,0,VINEYARD,143,419,528  VINEYARD AVE MADERA_CITY 93638,36.9619,-120.0478,Undetermined,100.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0007281, 09/10/2019,0,POWER,141,000,  HWY 89  Pondosa 96057,41.2741,-121.6153,Lightning,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0009579, 09/10/2019,0,QUAIL,143,931,16455  BENSON RD  BOWMAN 96022,40.2686,-122.4111,Arson,0.00,0.50,0,0,0,0
MMU,Madera,20015,0019178, 09/10/2019,0,HWY 145  / RD 29,143,931,  HWY 145  Madera 93638,36.9760,-120.0258,Arson,0.00,0.25,0,0,0,0
MMU,Madera,20015,0019203, 09/10/2019,0,MADERA,172,655,11611  HWY 145  Madera 93637,36.9189,-120.5041,Playing with Fire,0.00,0.20,0,0,0,0
MVU,San Diego,37555,0013314, 09/10/2019,0,BORDER 12,142,931,  TECATE RD/AIRPORT RD  Potrero 91980,32.5949,-116.6394,Undetermined,0.00,0.50,0,0,0,0
FKU,Fresno,10032,0013362, 09/10/2019,0,WHITNEY,143,960,5548 E MT WHITNEY AVE Laton 93242,36.4310,-119.6951,Electrical Power,0.00,0.00,0,0,0,0
FKU,Fresno,10032,0013361, 09/10/2019,0,I 5 EXIT 337  / FRESNO CO,171,655,  S CALAVERAS AVE  Coalinga 93210,36.3262,-120.2716,Debris Burning,0.00,0.50,0,0,0,0
LNU,Lake,17555,0016290, 09/10/2019,0,REID,143,419,  Reid  CLEARLAKE_OAKS 95422,38.9692,-122.6358,Electrical Power,0.00,0.25,0,0,0,0
LNU,Napa,28555,0016279, 09/10/2019,0,JAMESON,142,961,  HWY12  GREENWOOD_RANCH 94558,38.2064,-122.1765,Vehicle,"10,000.00",0.20,0,0,0,0
HUU,Humboldt,12555,0008529, 09/10/2019,0,DOLLY 2,141,669,    Korbel 95550,41.0255,-123.8908,Equipment,"21,000.00",1.50,0,0,0,0
RRU,Riverside,33555,0116615, 09/10/2019,0,BAILEY,143,931,  TERWILLIGER RD  Anza 92539,33.4967,-116.6310,Electrical Power,0.00,7.50,0,0,0,0
LNU,Sonoma,49555,0016286, 09/10/2019,0,MAGIC,141,960,31 NE MAGIC MOUNTAIN RDS Cazadero 95421,38.4722,-123.0488,Exposure - Other,0.00,0.00,0,0,0,0
TGU,Tehama,52555,0009618, 09/10/2019,0,SUNSET,143,931,  SB I5/SUNSET HILLS DR  BOWMAN 96022,40.3269,-122.2821,Miscellaneous,500.00,0.10,0,0,0,0
AEU,Amador,03555,0027837, 09/11/2019,0,JACKSON,172,UUU,2505  JACKSON VALLEY RD JACKSON_VALLEY 95640,38.3103,-120.9817,Electrical Power,0.00,0.01,0,0,0,0
SHU,Trinity,53555,0009852, 09/11/2019,0,SUMMIT,142,931,  highway 3 HWY Hayfork 96041,40.5948,-123.0104,Arson,0.00,0.10,0,0,0,0
AEU,El Dorado,09555,0027785, 09/11/2019,0,LAKE,142,931,3710  LAKEVIEW DR SHINGLE_SPRINGS 95682,38.6501,-120.9472,Debris Burning,0.00,0.80,0,0,0,0
BTU,Butte,04555,0010782, 09/11/2019,0,POWELLTON,141,900,  LOVELOCK RD STRLNG_CTY 95954,40.5034,-121.9739,Lightning,0.00,0.25,0,0,0,0
RRU,Riverside,33050,0117250, 09/11/2019,0,WARREN ST  INDO,143,419,44088  WARREN ST Indio 92201,34.2146,-116.3581,Miscellaneous,0.00,0.10,0,0,0,0
SCU,Stanislaus,50555,0006517, 09/11/2019,0,STUHR,143,961,  NB I 5  Orestimba 95360,37.3232,-122.0101,Vehicle,"34,000.00",190.00,0,0,0,0
RRU,Riverside,33054,0117221, 09/11/2019,0,NASON ST / FIR AV,142,960,  NASON STATFIR AV  Moreno Valley 92555,34.5592,-117.3192,Miscellaneous,0.00,0.01,0,0,0,0
MMU,Madera,20010,0019269, 09/11/2019,0,OVERPASS,142,961,  HWY 99 N/AVE 17 OVERPASS  MADERA_CITY 93638,37.6491,-120.1543,Equipment,0.00,0.50,0,0,0,0
FKU,Kings,16555,0013428, 09/11/2019,0,REEF,143,982,  HWY 41/AVENAL RANCH RD  REEF_CITY 93204,35.8504,-120.0660,Electrical Power,0.00,104.00,0,0,0,0
MVU,San Diego,37130,0013337, 09/11/2019,0,AQUA LN / 5TH ST,561,549,  AQUA LN/5TH ST  Ramona 92065,33.0823,-117.4887,Debris Burning,0.00,0.00,0,0,0,0
MVU,San Diego,37555,0013357, 09/11/2019,0,BETSWORTH RD  DEER_SPRING,143,931,11501  BETSWORTH RD DEER_SPRINGS 92082,33.2365,-117.0086,Electrical Power,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0117126, 09/11/2019,0,UNION ST / CONNING ST,143,419,4277  CONNING ST Jurupa Valley 92509,34.1431,-117.5061,Debris Burning,0.00,0.10,0,0,0,0
MMU,Mariposa,22555,0019237, 09/11/2019,0,BLADE,142,419,4401  BLADE CREEK RD Bootjack 95338,37.3986,-119.8994,Electrical Power,0.00,0.50,0,0,0,0
FKU,Fresno,10032,0013414, 09/11/2019,0,HAYES,143,400,11771 S HAYES AVE Caruthers 93609,36.9409,-120.5039,Debris Burning,0.00,0.20,0,0,0,0
FKU,Fresno,10032,0013444, 09/11/2019,0,JENSEN,143,960,  E JENSEN AVE/S DOCKERY AVE  Sanger 93657,36.7067,-119.6011,Arson,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0012252, 09/11/2019,0,PRICE,142,931,1256  PRICE CANYON RD City of Pismo Beach 93449,35.1579,-120.6336,Campfire,0.00,2.26,0,0,0,0
HUU,Humboldt,12555,0008567, 09/11/2019,0,CREEK,141,931,  snaring place rd  Pecwan 95546,41.2885,-123.8504,Arson,0.00,0.10,0,0,0,0
RRU,Riverside,33555,0117353, 09/11/2019,0,GILM2,143,961,  Soboba Road  Gilman Hot Springs 92583,33.7594,-116.9458,Arson,0.00,0.01,0,0,0,0
MMU,Merced,24035,0019223, 09/11/2019,0,I5  N/ HWY 33 OFF RAMP,143,961,  I5 N/HWY 33 OFF RAMP  SANTA_NELLA 95322,37.0998,-121.0092,Under Investigation,0.00,3.80,0,0,0,0
MMU,Merced,24035,0019248, 09/11/2019,0,KEYS,143,963,  KEYES RD/COX FERRY RD  Snelling 95369,37.8936,-120.8350,Electrical Power,0.00,0.10,0,0,0,0
MMU,Merced,24035,0019267, 09/11/2019,0,FRANKLIN,143,963,  SANTA FE DR  CASTLE 95348,37.5603,-120.8903,Under Investigation,0.00,2.50,0,0,0,0
SHU,Shasta,45555,0009872, 09/12/2019,0,DITCH,142,931,  M-line  SOLIDERMTN 96013,41.0792,-121.6525,Lightning,0.00,0.15,0,0,0,0
MEU,Mendocino,23555,0011222, 09/12/2019,0,WILD,141,419,29619  SHANGRI LA DR FORT_BRAGG 95437,39.4047,-123.7515,Miscellaneous,0.00,1.00,0,0,0,0
NEU,Nevada,29555,0022311, 09/12/2019,0,HIRSCHDALE,141,669,  HIRSCHDALE RD TRUCKEE_FD 96161,39.3721,-120.0761,Electrical Power,0.00,0.50,0,0,0,0
NEU,Nevada,29555,0022301, 09/12/2019,0,CHALK,141,931,  RED DOG RD/MISSOURI CANYON TER  PEARDALE_CHICAGO_PAR 95945,39.2144,-120.9014,Undetermined,0.00,0.20,0,0,0,0
NEU,Nevada,29555,0022310, 09/12/2019,0,DOG,141,931,    PEARDALE_CHICAGO_PAR 95945,39.2150,-120.9008,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33005,0117809, 09/12/2019,0,E THEODORE ST /N PHILLIPS,143,400,1072  E THEODORE ST  Banning 92220,33.9360,-116.8589,Miscellaneous,0.00,0.10,0,0,0,0
RRU,Riverside,33030,0117420, 09/12/2019,0,5TH ST  DHSP,143,936,66220  5TH ST Desert Hot Springs 92240,33.9660,-116.5102,Miscellaneous,0.00,0.50,0,0,0,0
NEU,Placer,31555,0022318, 09/12/2019,0,COYOTE,142,931,900  COYOTE CREEK RD PLACER_HILLS_FPD 95722,39.0407,-122.6630,Equipment,0.00,0.80,0,0,0,0
MMU,Madera,20010,0019305, 09/12/2019,0,SPOT,143,931,  TULARE ST/DAULTON AV  MADERA_CITY 93638,37.6178,-120.0852,Debris Burning,0.00,0.25,0,0,0,0
TGU,Tehama,52030,0009683, 09/12/2019,0,KIRKWOOD,142,419,3435  KIRKWOOD RD SCORNING 96021,39.8969,-122.1806,Debris Burning,0.00,0.70,0,0,0,0
RRU,Riverside,33070,0117703, 09/12/2019,0,W 4TH ST  PERR,143,936,631 W 4TH ST Perris 92570,33.7819,-117.2409,Undetermined,0.00,0.20,0,0,0,0
TGU,Tehama,52555,0009688, 09/12/2019,0,BOWMAN,142,931,16550  BASLER RD BOWMAN 96022,40.2654,-122.4199,Arson,0.00,0.25,0,0,0,0
RRU,Riverside,33090,0117578, 09/12/2019,0,AVE 60  / BUCHANAN ST,143,940,  AVE 60  Thermal 92274,34.0244,-116.1100,Debris Burning,0.00,0.00,0,0,0,0
RRU,Riverside,33090,0117721, 09/12/2019,0,SAN ANTONIO ST  DHSP,142,400,67710  SAN ANTONIO ST Desert Hot Springs 92240,33.9384,-116.4806,Smoking,0.00,0.00,0,0,0,0
RRU,Riverside,33090,0117671, 09/12/2019,0,REDWOOD,143,931,  REDWOOD DR/DECKER RD  Mead Valley 92570,34.4277,-117.4505,Undetermined,"5,000.00",34.00,0,0,0,0
RRU,Riverside,33090,0117806, 09/12/2019,0,WINCHESTER RD  MURH,142,160,39056  WINCHESTER RD Murrieta Hot Springs 92563,33.9203,-117.2319,Electrical Power,0.00,0.00,0,0,0,0
MMU,Mariposa,22555,0019325, 09/12/2019,0,RANCHITO DR  DON_PEDRO,561,938,2601  RANCHITO DR DON_PEDRO 95329,38.0689,-120.5573,Debris Burning,0.00,0.01,0,0,0,0
FKU,Fresno,10032,0013473, 09/12/2019,0,ADAMS,143,900,  S DERRICK AVE/ADAMS AVE  Mendota 93640,36.6268,-120.3882,Arson,0.00,1.00,0,0,0,0
SLU,San Luis Obispo,40555,0012314, 09/12/2019,0,SANTA,143,983,1235  17TH ST LOS_OSOS 93402,35.5487,-121.3744,Electrical Power,0.00,1.00,0,0,0,0
SLU,San Luis Obispo,40555,0012311, 09/12/2019,0,MALLARD,142,559,6700  LOPEZ DR City of Arroyo Grand 93420,35.2025,-120.4568,Equipment,0.00,6.30,0,0,0,0
HUU,Del Norte,08555,0008600, 09/12/2019,0,KLAMATH,142,931,Mile pos  HWY169  Klamath 95548,41.5244,-124.0064,Under Investigation,0.00,0.25,0,0,0,0
LNU,Lake,17555,0016425, 09/12/2019,0,HOFACKER,142,931,13761 S HWY 29  LOWER_LAKE 95457,38.8567,-122.6291,Equipment,"49,680.00",6.90,0,0,0,0
MMU,Merced,24035,0019306, 09/12/2019,0,HWY 33  / HENRY MILLER RD,143,931,  HWY 33  SANTA_NELLA 95322,37.0708,-121.0164,Electrical Power,0.00,0.10,0,0,0,0
MMU,Merced,24035,0019338, 09/12/2019,0,ATWATER,143,419,2561  SP AVE Atwater 95301,37.5423,-120.9262,Under Investigation,"4,000.00",0.50,0,0,0,0
MMU,Merced,24035,0019351, 09/12/2019,0,TURNER ISLAND RD / HENRY,143,655,  Palazzo Rd  DOS_PALOS_WYE 93620,37.2210,-121.1912,Arson,0.00,0.00,0,0,0,0
MMU,Merced,24035,0019352, 09/12/2019,0,LINGARD,171,659,4210  LINGARD RD Merced 95341,37.4074,-120.7005,Miscellaneous,0.00,0.25,0,0,0,0
SHU,Shasta,45086,0009877, 09/12/2019,0,NILES,143,NNN,19660 E E NILES LN/CHURN CREEK RD LN STA43 96002,40.5148,-122.3343,Arson,0.00,0.40,0,0,0,0
CZU,Santa Cruz,44555,0006761, 09/12/2019,0,PANORAMA DR  SOQUEL,142,419,100  PANORAMA DR Soquel 95073,37.0000,-121.9615,Under Investigation,50.00,0.10,0,0,0,0
CZU,San Mateo,41555,0006763, 09/12/2019,0,RANCH,141,000,21150  SKYLINE RANCH RD SARATOGA_NORTH 94020,37.5237,-122.3108,Electrical Power,0.00,1.00,0,0,0,0
RRU,Riverside,33054,0117802, 09/12/2019,0,SPRINGS,143,931,21665  BOX SPRINGS RD Moreno Valley 92557,34.5769,-117.4659,Vehicle,"2,500.00",1.00,0,0,0,0
MVU,San Diego,37555,0013481, 09/13/2019,0,MONTE,142,931,14950  EL MONTE RD Lakeside 92040,32.8750,-116.8727,Vehicle,0.00,6.90,0,0,0,0
BEU,San Benito,35555,0005237, 09/13/2019,0,COMSTOCK,143,429,1171  Los Vibros  Hollister 95023,36.9302,-121.3607,Equipment,200.00,2.38,0,0,0,0
AEU,Sacramento,34555,0028004, 09/13/2019,0,RANCHO,143,931,  HY 104  SACRAMENTO_COUNTY 95638,38.3528,-121.1092,Electrical Power,0.00,0.10,0,0,0,0
TCU,Stanislaus,50557,0011055, 09/13/2019,0,BRIDGE,142,946,  COVERED BRIDGE RD/SONORA RD  OAKDALE_RURAL 95361,37.8200,-120.6684,Under Investigation,0.00,11.00,0,0,0,0
NEU,Nevada,29555,0022402, 09/13/2019,0,CLAYTON,142,931,16306  RODDA DR HIGGINS_FPD 95949,39.0753,-121.1709,Electrical Power,0.00,2.80,0,0,0,0
SCU,Contra Costa,07555,0006572, 09/13/2019,0,DEER,143,961,  Marsh Creek RD MARSH_CREEK 94513,37.8821,-121.7776,Arson,"1,000.00",5.80,0,0,0,0
SCU,Santa Clara,43040,0006576, 09/13/2019,0,COCHRANE,143,965,1061  Cochrane rd  MORGAN_HILL_CITY 95037,37.2599,-122.0902,Smoking,0.00,0.01,0,0,0,0
NEU,Yuba,58555,0022455, 09/13/2019,0,BRIARWOOD,143,659,8414  CAMP FAR WEST RD WHEATLAND_FA 95692,39.0743,-121.2466,Vehicle,"15,000.00",0.25,0,0,0,0
NEU,Yuba,58555,0022467, 09/13/2019,0,FRENCHTOWN,142,669,    DOBBINS_FD 95919,39.3826,-121.2414,Arson,0.00,0.04,0,0,0,0
BDU,San Bernardino,36555,0013788, 09/13/2019,0,HELEN,142,120,2575  Glen Helen Park Rd  Devore 92407,34.2014,-117.4036,Equipment,50.00,0.10,0,0,0,0
TGU,Tehama,52030,0009726, 09/13/2019,0,MOON,143,655,4271  EAST AVE Corning 96021,39.9241,-122.1467,Equipment,0.00,0.02,0,0,0,0
SLU,San Luis Obispo,40080,0012357, 09/13/2019,0,JACK,143,960,  W CENTRE ST/HWY 41 E  SHAN_CO 93461,35.6559,-120.4083,Undetermined,0.00,0.23,0,0,0,0
FKU,Fresno,10032,0013509, 09/13/2019,0,SPRING,143,931,7494 E SPRINGFIELD AVE Fowler 93625,36.5981,-119.6554,Miscellaneous,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0013527, 09/13/2019,0,LOST,143,419,47990  LOST HILLS  Coalinga 93210,36.0398,-120.1680,Campfire,"19,000.00",0.25,0,0,0,0
FKU,Fresno,10032,0013541, 09/13/2019,0,GOLDEN,143,961,  S GOLDEN STATE FRONTAGE/S CLOV  Fowler 93625,36.6413,-119.6996,Miscellaneous,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0013542, 09/13/2019,0,AMERICAN,143,960,  HWY 99 ACCESS RAMP/E AMERICAN  Fresno 93725,36.6635,-119.7243,Vehicle,0.00,0.50,0,0,0,0
SLU,San Luis Obispo,40555,0012358, 09/13/2019,0,TOWER,142,961,  S HWY 101/CUESTA SPRINGS RD  SLO_CO 93453,35.3552,-120.6367,Vehicle,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0012355, 09/13/2019,0,SPRING,143,931,4195  HIGH GROVE RD Templeton 93465,35.5400,-120.6254,Under Investigation,0.00,3.30,0,0,0,0
