Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
NEU,Placer,31555,0021530, 09/03/2019,0,CREEKSIDE,143,419,2233  CREEKSIDE LN PCF_FOWLER 95650,38.8527,-121.2227,Equipment,"115,000.00",8.00,0,0,0,0
NEU,Yuba,58555,0021506, 09/03/2019,0,JOINES,143,931,4413  HWY 20 HWY LOMA_RICA_FD 95918,39.2220,-121.4479,Electrical Power,0.00,0.36,0,0,0,0
NEU,Yuba,58555,0021533, 09/03/2019,0,STACEY,143,419,9325  STACEY ANNE DR LOMA_RICA_FD 95918,39.2297,-121.4008,Equipment,0.00,2.49,0,0,0,0
MMU,Madera,20010,0018622, 09/03/2019,0,HWY 145  / STOREY RD,143,900,  HWY 145/STOREY RD  MADERA_CITY 93638,37.6290,-120.0692,Campfire,0.00,1.50,0,0,0,0
RRU,Riverside,33080,0113369, 09/03/2019,0,MISSION BL / AVALON ST,142,961,  MISSION BLATAVALON ST  Jurupa Valley 92509,34.6645,-117.6841,Smoking,0.00,0.01,0,0,0,0
MMU,Madera,20015,0018629, 09/03/2019,0,RIVERBOTTOM TWO,143,946,27785  HWY 145  Madera 93638,36.9774,-120.0418,Arson,0.00,0.50,0,0,0,0
MVU,San Diego,37555,0012887, 09/03/2019,0,CAMP MORENA ACCESS RD / M,142,931,  CAMP MORENA ACCESS RD/MORENO S  LAKE_MORENA 91906,32.7081,-116.5105,Lightning,0.00,0.00,0,0,0,0
FKU,Fresno,10032,0012926, 09/03/2019,0,HWY 99 ACCESS RAMP  /S CH,143,961,  HWY 99 ACCESS RAMP/S CHESTNUT  Fresno 93725,36.6715,-119.7352,Equipment,0.00,0.00,0,0,0,0
FKU,Fresno,10032,0012966, 09/03/2019,0,E MCKINLEY AVE  SANGER,142,419,13367 E MCKINLEY AVE Sanger 93657,36.7587,-119.5428,Undetermined,0.00,0.00,0,0,0,0
MMU,Merced,24035,0018644, 09/03/2019,0,WIER,143,931,  WEIR AV/HWY 140 W  STEVENSON 95374,37.5487,-121.3428,Equipment,0.00,1.00,0,0,0,0
MMU,Merced,24035,0018664, 09/03/2019,0,BALLICO,143,961,  BALLICO AV/NORTH AV  Ballico 95303,37.7349,-121.1688,Under Investigation,0.00,0.25,0,0,0,0
SHU,Shasta,45555,0009554, 09/04/2019,0,5-2,141,931,  Sunny Hill RD Igo 96047,40.4632,-122.6967,Lightning,0.00,1.40,0,0,0,0
SHU,Trinity,53555,0009552, 09/04/2019,0,6-1,141,669,  Hwy 3 FRST DOUGLASCTY 96024,40.6423,-122.9688,Lightning,0.00,0.01,0,0,0,0
BEU,San Benito,35555,0005072, 09/04/2019,0,FOSTER,143,659,997  GRASS VALLEY RD Hollister 95023,36.7336,-121.3894,Electrical Power,0.00,5.00,0,0,0,0
BTU,Butte,04555,0010500, 09/04/2019,0,NEAL,143,961,  NB HWY 99/NEAL RD  STH_CHICO 95938,40.1317,-122.2676,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33035,0113827, 09/04/2019,0,MEADOWLAKE LN  LELS,143,419,1009  RYAN CT Lake Elsinore 92530,33.6737,-117.3863,Miscellaneous,100.00,0.01,0,0,0,0
SCU,Santa Clara,43045,0006366, 09/04/2019,0,COLUMBET,142,931,14225  Columbet AVE SAN_MARTIN_SCC 95046,37.1018,-121.6008,Debris Burning,"1,000.00",3.00,0,0,0,0
SCU,Santa Clara,43555,0006360, 09/04/2019,0,HERITAGE,143,419,12265  Heritage WAY SAN_MARTIN_SCC 95020,37.6631,-121.6628,Equipment,"2,000.00",0.10,0,0,0,0
BDU,San Bernardino,36107,0013319, 09/04/2019,0,5TH,143,961,  HWY 210 E/5TH ST  HIGHLAND_CITY 92346,34.1679,-117.3324,Undetermined,0.00,0.50,0,0,0,0
RRU,Riverside,33054,0113765, 09/04/2019,0,BOX SPRINGS,143,NNN,  BOX SPRINGS RD/CLARK ST  Moreno Valley 92557,33.9466,-117.2877,Vehicle,0.00,0.50,0,0,0,0
RRU,Riverside,33054,0113841, 09/04/2019,0,HEACOCK ST  MOVA,142,965,12625  HEACOCK ST Moreno Valley 92553,33.9370,-117.2438,Smoking,0.00,0.50,0,0,0,0
SKU,Siskiyou,47555,0007002, 09/04/2019,0,ANDERSON,143,961,  Interstate 5  Hornbrook 96044,41.8246,-122.5794,Undetermined,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007020, 09/04/2019,0,MINERS 1-1,141,931,  Miners Creek Rd  Etna 96027,41.3763,-122.8571,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007014, 09/04/2019,0,ROCK 2-1,142,931,    Grenada 96038,41.6225,-122.5383,Lightning,0.00,0.10,0,0,0,0
FKU,Fresno,10555,0013011, 09/04/2019,0,STONE,143,961,  HWY 198  Coalinga 93210,36.1192,-120.3758,Smoking,0.00,1.40,0,0,0,0
MMU,Madera,20015,0018712, 09/04/2019,0,TOPPER,143,962,  RD 36 RD BONADELLE 93636,36.9096,-119.8940,Vehicle,0.00,0.50,0,0,0,0
MVU,San Diego,37555,0012971, 09/04/2019,0,MEDIUM WILDLAND,143,931,13276  WILDCAT CANYON RD Barona 92040,33.5424,-117.4585,Lightning,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0012968, 09/04/2019,0,DEHESA AREA COMMAND,142,900,3007  DEHESA RD SAN_MIGUEL 92019,32.7742,-116.8747,Lightning,0.00,0.01,0,0,0,0
MVU,San Diego,37555,0012979, 09/04/2019,0,MORENO AV  LAKESIDE 3,142,900,12375  MORENO AVE Lakeside 92040,32.9125,-116.9277,Lightning,0.00,0.13,0,0,0,0
MVU,San Diego,37555,0012974, 09/04/2019,0,OLD SURVEY RD  RAMONA,142,931,16884  OLD SURVEY RD Ramona 92025,33.0685,-116.9521,Lightning,0.00,0.01,0,0,0,0
MVU,San Diego,37555,0012970, 09/04/2019,0,BARONA RD  BARONA 3,142,931,1010  BARONA RD Barona 92040,33.5695,-117.4622,Lightning,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0114013, 09/04/2019,0,5TH,142,936,  5TH ST  Mecca 92254,33.5731,-116.0661,Undetermined,0.00,0.20,0,0,0,0
FKU,Fresno,10032,0012983, 09/04/2019,0,N HAMMEL WAY  FRESNO,142,419,5555 E A E ASHLAN AVE Fresno 93727,36.7934,-119.7018,Arson,0.00,0.01,0,0,0,0
SLU,San Luis Obispo,40555,0011948, 09/04/2019,0,SPRING,143,960,  CRESTON RD  PR_CO 93446,35.5815,-120.6212,Undetermined,0.00,0.25,0,0,0,0
LNU,Lake,17555,0015917, 09/04/2019,0,GLASS,142,931,  Hwy 29  LOWER_LAKE 95457,38.9170,-122.7030,Under Investigation,0.00,30.00,0,0,0,0
RRU,Riverside,33555,0113825, 09/04/2019,0,CARMELO,173,962,38375  ROCK CREEK  Temecula 92592,33.9221,-117.6527,Lightning,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0113912, 09/04/2019,0,I 15  S/ INDIAN TRUCK TRL,143,961,  I 15 S/INDIAN TRUCK TRL OFRP  Glen Ivy Hot Springs 92883,34.2427,-117.7454,Vehicle,0.00,1.00,0,0,0,0
RRU,Riverside,33555,0113832, 09/04/2019,0,SPANISH,142,931,  SPANISH OAKS DR  Temecula 92592,33.5816,-116.4750,Lightning,0.00,1.00,0,0,0,0
MMU,Merced,24035,0018755, 09/04/2019,0,OLD,141,419,  GOLF RD/OLD LAKE RD  MCKEE 95340,37.6245,-120.7506,Electrical Power,0.00,100.00,0,0,0,0
LNU,Sonoma,49555,0015905, 09/04/2019,0,DUTCH,141,931,26400  DUTCHER CREEK RD Cloverdale 95425,38.7554,-122.9912,Equipment,0.00,0.50,0,0,0,0
CZU,Santa Cruz,44555,0006619, 09/05/2019,0,BASIN,141,669,21401  HWY 236  BIG_BASIN 95006,37.2007,-122.2306,Electrical Power,0.00,0.00,0,0,0,0
SKU,Siskiyou,47555,0007095, 09/05/2019,0,SCARFACE 3-7,141,931,  SCARFACE RD GZEL 96097,41.5721,-122.6286,Lightning,0.00,2.00,0,0,0,0
SKU,Siskiyou,47555,0007075, 09/05/2019,0,LONG,141,931,    FORT_JONES 96032,41.5309,-122.7800,Lightning,0.00,0.12,0,0,0,0
SKU,Siskiyou,47555,0007044, 09/05/2019,0,DITCH 2-3,141,669,  N/A  HRNBRK 96044,41.9222,-122.6279,Lightning,0.00,0.12,0,0,0,0
SHU,Shasta,45555,0009557, 09/05/2019,0,5-6,141,931,  Rainbow Lake Rd  Igo 96047,40.5460,-122.7354,Lightning,0.00,9.00,0,0,0,0
SHU,Shasta,45555,0009565, 09/05/2019,0,5-8,141,669,    Ono 96047,40.5066,-122.8535,Lightning,0.00,0.40,0,0,0,0
SHU,Shasta,45555,0009588, 09/05/2019,0,1-1,142,931,  N/A  FALLRIVER 96056,40.9932,-121.3653,Lightning,0.00,0.70,0,0,0,0
SHU,Trinity,53555,0009559, 09/05/2019,0,6-2,141,931,    Platina 96024,40.4895,-122.8510,Lightning,0.00,0.68,0,0,0,0
SKU,Siskiyou,47555,0007091, 09/05/2019,0,SHELLEY,143,669,  I-5  Yreka 96064,41.7783,-122.5672,Lightning,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0007112, 09/05/2019,0,CHALK,142,931,  45N24  City of Montague 96064,41.6732,-122.2930,Lightning,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0007026, 09/05/2019,0,BUTTE 3 -1,142,931,    Macdoel 96058,41.9153,-121.8953,Lightning,0.00,2.10,0,0,0,0
SKU,Siskiyou,47555,0007102, 09/05/2019,0,PATRICIA,142,669,  Ager-Beswick  MTGUE 96064,41.9646,-122.3193,Lightning,0.00,15.00,0,0,0,0
SKU,Siskiyou,47555,0007036, 09/05/2019,0,BROWNELL 3-2,142,931,  Dorris Brownell Rd cross Lower  City of Dorris 96023,41.8727,-121.7314,Lightning,0.00,0.50,0,0,0,0
SKU,Siskiyou,47555,0007059, 09/05/2019,0,MUSSOLINI 3-4,142,931,  Old Hwy 99  Weed 96094,41.4508,-122.5202,Lightning,0.00,0.25,0,0,0,0
SKU,Siskiyou,47555,0007078, 09/05/2019,0,SHEEP 3-5,142,931,  Hwy 97 X Sand pit  MTGUE 96094,41.5758,-122.2265,Lightning,0.00,0.34,0,0,0,0
SKU,Siskiyou,47555,0007049, 09/05/2019,0,MILLER 2-7,141,931,  Miller Mt Rd  MTGUE 96094,41.6087,-122.2585,Lightning,0.00,0.01,0,0,0,0
BTU,Butte,04555,0010562, 09/05/2019,0,NEAL,142,931,  Neal Rd.  STH_CHICO 95969,39.6888,-121.7048,Under Investigation,0.00,4.00,0,0,0,0
TCU,San Joaquin,39558,0010715, 09/05/2019,0,FLOOD,143,931,4700  Waverly RD Linden 95236,38.2811,-120.5368,Under Investigation,0.00,44.10,0,0,0,0
TCU,Stanislaus,50557,0010713, 09/05/2019,0,COOPER,143,659,  COOPERSTOWN RD/J59  STANISLAUS_COUNTY 95386,37.6685,-120.4712,Equipment,350.00,2.00,0,0,0,0
TCU,Tuolumne,55555,0010730, 09/05/2019,0,PEDRO,143,931,  J59  TUOLUMNE_COUNTY 95327,37.8202,-120.4710,Under Investigation,0.00,0.10,0,0,0,0
RRU,Riverside,33005,0114318, 09/05/2019,0,RAMSEY,143,936,590 E RAMSEY ST Banning 92220,33.9218,-116.8688,Campfire,0.00,0.10,0,0,0,0
RRU,Riverside,33005,0114407, 09/05/2019,0,GILMAN,143,936,  DURWARD AV/E GILMAN ST  Banning 92220,33.9353,-116.8702,Campfire,0.00,0.10,0,0,0,0
RRU,Riverside,33035,0114256, 09/05/2019,0,W LAKESHORE DR / GUNNERSO,143,931,  W LAKESHORE DR  Lake Elsinore 92530,33.6875,-117.3713,Arson,0.00,0.10,0,0,0,0
RRU,Riverside,33035,0114222, 09/05/2019,0,PAINTBALL,142,110,14881  TEMESCAL CANYON RD Lake Elsinore 92883,33.7304,-117.4034,Electrical Power,150.00,0.01,0,0,0,0
TUU,Tulare,54555,0000704, 09/05/2019,0,HOT,143,655,  MT RD 112  FOUNTAIN_SPRINGS 93257,35.9420,-119.3555,Under Investigation,0.00,71.80,0,0,0,0
LMU,Lassen,18555,0005057, 09/05/2019,0,3-3,141,NNN,  Hayden Hill Road  HAYDEN_HILL 96009,40.9869,-120.8650,Lightning,0.00,0.03,0,0,0,0
LMU,Lassen,18555,0005061, 09/05/2019,0,3-6,141,NNN,  Hayden Hill Road  HAYDEN_HILL 96009,40.9902,-120.8583,Lightning,0.00,0.05,0,0,0,0
LMU,Lassen,18555,0005062, 09/05/2019,0,3-7 HILL,141,931,  Hayden Hill Rd  HAYDEN_HILL 96009,41.6332,-121.4202,Lightning,0.00,0.10,0,0,0,0
LMU,Lassen,18555,0005067, 09/05/2019,0,1-2,141,931,  35n06  CLEGHORN 95127,40.9000,-120.8196,Lightning,0.00,0.20,0,0,0,0
LMU,Lassen,18555,0005063, 09/05/2019,0,3-8,141,669,  in the woods  HAYDEN_HILL 96006,40.9692,-120.8118,Lightning,0.00,0.50,0,0,0,0
LMU,Lassen,18555,0005065, 09/05/2019,0,3-9,141,NNN,  Spring Hill Road  HAYDEN_HILL 96009,40.9840,-120.8031,Lightning,0.00,0.01,0,0,0,0
LMU,Lassen,18555,0005073, 09/05/2019,0,1-4 GOOCH,141,669,  Jacks lake  JACKS_LAKE 96130,40.8150,-120.8838,Lightning,500.00,0.10,0,0,0,0
LMU,Lassen,18555,0005053, 09/05/2019,0,3-1,141,900,  Anderson Ranch Road  SNAG_HILL 96009,41.0113,-120.8743,Lightning,0.00,0.47,0,0,0,0
LMU,Lassen,18555,0005069, 09/05/2019,0,1-3,141,931,  Cleghorn Road  CLEGHORN 96130,40.8052,-120.7950,Lightning,0.00,0.70,0,0,0,0
LMU,Modoc,25555,0005051, 09/05/2019,0,4-2,141,669,  40N29A  CALPINES_AREA 96101,41.2693,-120.8538,Lightning,0.00,0.25,0,0,0,0
LMU,Modoc,25555,0005082, 09/05/2019,0,4-3,141,931,  Becker RDS UPPER_CALPINES 96101,41.3060,-120.7483,Lightning,0.00,0.10,0,0,0,0
BDU,San Bernardino,36194,0013415, 09/05/2019,0,JEFFERSON ST / FIR AV,142,931,  JEFFERSON ST/FIR AV  YUCAIPA_CITY 92399,34.0557,-117.0172,Playing with Fire,0.00,0.01,0,0,0,0
BDU,San Bernardino,36555,0013382, 09/05/2019,0,WHITTLE,141,110,31701  Rim of the world drive  BIG_BEAR_LAKE_AREA 92333,34.2835,-116.9651,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007114, 09/05/2019,0,CASH,142,931,  Terwilliger Walters Colburn LN City of Montague 96064,41.6591,-122.3167,Lightning,0.00,0.12,0,0,0,0
SKU,Siskiyou,47555,0007106, 09/05/2019,0,SELDOM 3-8,142,931,  End of Dorris Brownell Rd  MTGUE 96064,41.8727,-121.7314,Lightning,0.00,0.50,0,0,0,0
SKU,Siskiyou,47555,0007096, 09/05/2019,0,ROAD,142,931,  Davis RD City of Montague 96064,41.6841,-122.3086,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007039, 09/05/2019,0,ETNA 1-5,141,931,    Etna 96027,41.3868,-122.9095,Lightning,0.00,0.00,0,0,0,0
SKU,Siskiyou,47555,0007043, 09/05/2019,0,TIMMONS,141,669,  Timmons Ranch Rd.  Etna 96027,41.4094,-122.9159,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007061, 09/05/2019,0,CALLAHAN,141,931,5804  NOYES VALLEY RD Callahan 96014,41.3628,-122.7551,Lightning,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0007055, 09/05/2019,0,HAMLIN,141,931,  Duzel Creek Rd  FORT_JONES 96032,41.5512,-122.7648,Lightning,0.00,0.02,0,0,0,0
SKU,Siskiyou,47555,0007093, 09/05/2019,0,RATTLESNAKE,141,931,  45N60  FORT_JONES 96032,41.6922,-122.8872,Lightning,0.00,0.50,0,0,0,0
SKU,Siskiyou,47555,0007028, 09/05/2019,0,SHACKLEFORD 1-4,141,669,  Un-named road  FORT_JONES 96032,41.5629,-123.0158,Lightning,0.00,0.43,0,0,0,0
SKU,Siskiyou,47555,0007027, 09/05/2019,0,CANAL 2- 2,142,669,  Canal Gulch  Yreka 96097,41.7758,-122.6548,Lightning,0.00,0.05,0,0,0,0
SKU,Siskiyou,47555,0007048, 09/05/2019,0,DAVIS 2-5,143,931,12951  DAVIS RD City of Montague 96064,41.6898,-122.3055,Lightning,0.00,0.02,0,0,0,0
SKU,Siskiyou,47555,0007052, 09/05/2019,0,SOLOMON 2-6,142,931,  W BALL MOUNTAIN RD City of Montague 96064,41.7390,-122.3188,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007085, 09/05/2019,0,-LOUIE,142,931,  East Louie RD City of Montague 96064,41.6065,-122.4204,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007037, 09/05/2019,0,DOME 3-3,142,931,  MT DOME  Tulelake 96058,41.8090,-121.6913,Lightning,0.00,0.25,0,0,0,0
FKU,Fresno,10555,0013062, 09/05/2019,0,PHELPS,143,931,39230 S Phelps AVE Coalinga 93210,36.1661,-120.2554,Electrical Power,0.00,61.40,0,0,0,0
TGU,Tehama,52555,0009386, 09/05/2019,0,REDBANK,142,669,  Balis Bell RD BAKER 96080,40.1216,-122.6302,Lightning,"310,000.00",8836.00,0,0,0,0
MMU,Madera,20015,0018809, 09/05/2019,0,CHOWCHILLA,142,946,  RD 13/AVE 19  Chowchilla 93610,37.0477,-120.5124,Under Investigation,0.00,3.00,0,0,0,0
RRU,Riverside,33090,0114244, 09/05/2019,0,WOOD RD / AVE C,143,960,  WOOD RD/AVE D  Perris 92570,34.4115,-117.5522,Lightning,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0114433, 09/05/2019,0,LAMB,143,931,  SANDERSON AV/GILMAN SPRINGS RD  Gilman Hot Springs 92583,34.4072,-117.0100,Vehicle,0.00,0.10,0,0,0,0
MMU,Mariposa,22555,0018769, 09/05/2019,0,HORNITOS,143,419,6314  HORNITOS RD CATHEYS_VALLEY 95306,37.4929,-120.1505,Under Investigation,500.00,21.00,0,0,0,0
MMU,Mariposa,22555,0018787, 09/05/2019,0,MIDPINES,141,961,  HWY 140/ALLRED RD  Midpines 95338,37.5275,-119.9338,Under Investigation,0.00,1.50,0,0,0,0
FKU,Fresno,10032,0013088, 09/05/2019,0,LOST,143,935,16385 N FRIANT RD Friant 93626,36.9883,-119.7198,Campfire,0.00,0.50,0,0,0,0
SLU,San Luis Obispo,40555,0011990, 09/05/2019,0,ROCK,141,419,1275  FIRE ROCK LOOP LAKE_YSABEL_RNCH 93446,35.5944,-120.6798,Miscellaneous,0.00,0.01,0,0,0,0
MMU,Merced,24035,0018767, 09/05/2019,0,YOSEMITE,143,936,3530  HWY 59 N  Atwater 95348,37.3883,-120.4587,Campfire,0.00,0.01,0,0,0,0
MMU,Merced,24035,0018795, 09/05/2019,0,CAMPBELL AV / SULTANA DR,143,960,  CAMPBELL AV/W BELLEVUE RD  Winton 95388,37.3613,-120.6450,Undetermined,0.00,0.10,0,0,0,0
SHU,Shasta,45086,0009605, 09/05/2019,0,RANCH,143,963,18750  River Ranch RD STA43 96007,40.4888,-122.3565,Arson,0.00,0.01,0,0,0,0
LNU,Yolo,57555,0015990, 09/05/2019,0,COTTON,143,931,25794  COUNTY ROAD 25 RD Esparto 95694,38.6502,-122.0303,Debris Burning,0.00,0.59,0,0,0,0
SKU,Siskiyou,47555,0007025, 09/05/2019,0,SOAP 1-3,141,931,  SOAP CRK FORT_JONES 96032,41.6460,-122.7512,Lightning,0.00,0.40,0,0,0,0
SKU,Siskiyou,47555,0007084, 09/05/2019,0,-VISTA,142,936,  Trails end rd.  Weed 96064,41.5557,-122.3213,Lightning,0.00,2.50,0,0,0,0
LMU,Lassen,18555,0005078, 09/05/2019,0,GEORGE YOUNG PARK WESTWOO,141,110,  Old Town RD RD WESTWOOD_AREA 96137,40.3100,-120.9877,Undetermined,0.00,0.00,0,0,0,0
SHU,Shasta,45555,0009591, 09/05/2019,0,BRUNDAGE,142,931,  Deschutes Cross of Brundage  PALOCEDRO 96073,40.5322,-122.2387,Under Investigation,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0007136, 09/06/2019,0,MOFFETT 1-11,141,931,    GZEL 96032,41.4778,-122.6845,Lightning,0.00,0.10,0,0,0,0
AEU,El Dorado,09555,0027323, 09/06/2019,0,PLEASANT,142,960,  PLEASANT VALLEY RD  OAK_HILL 95619,38.6869,-120.7794,Vehicle,0.00,0.01,0,0,0,0
AEU,El Dorado,09555,0027374, 09/06/2019,0,ZANDONELLA,142,962,  ZANDONELLA RD  OAK_HILL 95619,30.6868,-120.7805,Vehicle,0.00,0.00,0,0,0,0
SKU,Siskiyou,47555,0007165, 09/06/2019,0,DOME3,142,931,    Tulelake 96058,41.7999,-121.7200,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007163, 09/06/2019,0,DOME2,142,931,    Tulelake 96058,41.8005,-122.7065,Lightning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0007156, 09/06/2019,0,AUBREY 2-15,142,419,  Aubrey Ln.  MTGUE 96064,41.6436,-122.3627,Lightning,0.00,5.08,0,0,0,0
BTU,Butte,04555,0010594, 09/06/2019,0,FORBESTOWN,143,931,  Jernigan WAY ROB_MILL 95966,39.8053,-121.6808,Equipment,0.00,58.40,0,0,0,0
NEU,Placer,31555,0021828, 09/06/2019,0,MONUMENT,143,931,1274  MONUMENT PL PCF_FOWLER 95658,38.9025,-121.2069,Electrical Power,0.00,0.00,0,0,0,0
LMU,Lassen,18555,0005103, 09/06/2019,0,3-10 INDIAN,141,000,"  35N06 / 35N59 ,COYOTE_RESERVOI  COYOTE_RESERVOIR 96009",40.0990,-120.9785,Lightning,0.00,0.01,0,0,0,0
LMU,Lassen,18555,0005104, 09/06/2019,0,3-11 BOARD,143,NNN,"  35N74B / CLEGHORN RD ,COYOTE_R  COYOTE_RESERVOIR 96009",40.8884,-120.8739,Lightning,0.00,0.10,0,0,0,0
LMU,Modoc,25555,0005093, 09/06/2019,0,4-4,142,669,County R E County Road 118 RD Davis Creek 96108,41.6071,-120.3693,Lightning,0.00,0.25,0,0,0,0
RRU,Riverside,33060,191702, 09/06/2019,0,,142,419,2670  SIERRA AVE Norco 92860,0.0000,0.0000,Debris Burning,0.00,0.01,0,0,0,0
TGU,Tehama,52030,0009417, 09/06/2019,0,ARAMAYO WY / HWY 99  E,143,931,  ARAMAYO WY/HWY 99 E  LOSM 96055,40.0264,-122.1034,Undetermined,0.00,0.10,0,0,0,0
TGU,Tehama,52030,0009423, 09/06/2019,0,CHARD,143,960,  Chard AVE ELCAMINO 96035,40.0697,-122.2275,Electrical Power,0.00,0.03,0,0,0,0
MMU,Madera,20015,0018837, 09/06/2019,0,ELLIS ST /N D ST,143,931,  ELLIS ST  MADERA_ACRES 93638,36.9855,-120.0583,Arson,0.00,0.10,0,0,0,0
MMU,Madera,20015,0018861, 09/06/2019,0,BONADELLE,143,931,20334  RD 400  BONADELLE 93636,37.0807,-120.5603,Electrical Power,0.00,0.10,0,0,0,0
MMU,Madera,20015,0018863, 09/06/2019,0,DORADO,143,931,30946  EL DORADO CT Madera 93636,37.6628,-120.6433,Equipment,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0013129, 09/06/2019,0,STEELE,143,900,  CAMPO RD/MILLAR RANCH RD  SAN_MIGUEL 92019,32.7309,-116.9378,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0114937, 09/06/2019,0,ETIWANDA AV / 50TH ST,561,419,4932  ETIWANDA AVE Jurupa Valley 91752,33.9973,-117.5228,Debris Burning,0.00,0.01,0,0,0,0
RRU,Riverside,33120,0114579, 09/06/2019,0,MANZANITA ST  WILD,143,931,24320  MANZANITA ST Wildomar 92584,33.6541,-117.2347,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33555,0115036, 09/06/2019,0,RICHARD,143,961,  74 HWY Lake Elsinore 92570,33.7354,-117.2858,Vehicle,0.00,0.00,0,0,0,0
SKU,Siskiyou,47555,0007170, 09/06/2019,0,MONTANA,141,931,    Yreka 96097,41.7460,-122.7551,Lightning,0.00,0.60,0,0,0,0
SKU,Siskiyou,47555,0007153, 09/06/2019,0,HALL 2-14,142,931,  Table Rock Rd.  MTGUE 96064,41.7101,-122.2971,Lightning,0.00,0.10,0,0,0,0
BTU,Butte,04555,0010635, 09/07/2019,0,SWEDES,142,931,284  CHINESE WALL RD BNGR 95966,39.7549,-121.6877,Arson,"100,000.00",496.00,0,0,0,0
SKU,Siskiyou,47555,0007200, 09/07/2019,0,DUZEL,142,669,  Duzel Creek Rd RD FORT_JONES 96032,41.5108,-122.7482,Lightning,0.00,7.00,0,0,0,0
SHU,Shasta,45555,0009683, 09/07/2019,0,WILD,143,419,  Triple-S DR HAPPYVALLEY 96007,40.4607,-122.4018,Under Investigation,0.00,0.01,0,0,0,0
AEU,El Dorado,09555,0027420, 09/07/2019,0,ELKS,142,961,  ELKS CLUB DR/HY 50  LAKE_VALLEY 96150,38.8748,-120.0054,Exposure - Vehicle,0.00,0.25,0,0,0,0
TCU,Calaveras,05555,0010780, 09/07/2019,0,USHER,143,931,6565  USHER DR RANCHO_CALAVERAS 95252,38.1200,-120.8517,Equipment,300.00,0.10,0,0,0,0
TCU,Calaveras,05555,0010797, 09/07/2019,0,ANTELOPE,143,800,522  MAIN ST ST Copperopolis 95228,37.9783,-120.6380,Under Investigation,500.00,0.10,0,0,0,0
SCU,Alameda,01555,0006437, 09/07/2019,0,MIDWAY,143,931, W Grant Line RD Altamont 95391,37.7499,-121.5768,Electrical Power,0.00,1.48,0,0,0,0
NEU,Placer,31125,0021880, 09/07/2019,0,NICHOLAUS,143,931,4000 BLK  NICOLAUS RD PCF_PAIGE1 95648,38.9806,-121.3586,Electrical Power,0.00,1.00,0,0,0,0
SCU,Contra Costa,07555,0006431, 09/07/2019,0,CANYON 2,143,936,5  CANYON LAKE DR Crockett 94569,38.0494,-122.1854,Campfire,0.00,0.20,0,0,0,0
SCU,Contra Costa,07555,0006439, 09/07/2019,0,CASTRO,143,931,6334  Alhambra Valley RD BRIONES_REGIONAL_PAR 94553,37.9734,-122.2282,Under Investigation,250.00,1.00,0,0,0,0
NEU,Yuba,58555,0021925, 09/07/2019,0,HAMMONTON,143,981,  Hammonton Road  Smartsville 95901,39.3028,-121.7500,Under Investigation,0.00,6.20,0,0,0,0
NEU,Yuba,58555,0021894, 09/07/2019,0,SUNNY,142,419,8190  SUNNYSIDE LN DOBBINS_FD 95962,39.3670,-121.3077,Equipment,0.00,0.64,0,0,0,0
BDU,San Bernardino,36555,0013515, 09/07/2019,0,HWY 18  N LUCERNE_VALLEY,141,936,  Highway 18  LUCERNE_VALLEY 92356,34.3634,-116.8588,Lightning,0.00,0.01,0,0,0,0
TGU,Tehama,52030,0009474, 09/07/2019,0,SHERWOOD BL / ROSE ST,561,400,25227  ROSE ST LOSM 96055,20.0204,-122.0956,Debris Burning,0.00,0.01,0,0,0,0
RRU,Riverside,33070,0115399, 09/07/2019,0,MALBERT ST / GOETZ RD,143,936,  MALBERT ST/GOETZ RD  Perris 92570,34.2779,-117.3827,Electrical Power,0.00,0.50,0,0,0,0
FKU,Fresno,10555,0013201, 09/07/2019,0,FALCON,143,931,7769 N MADSEN AVE Clovis 93619,36.8455,-119.5392,Electrical Power,"22,000.00",5.02,0,0,0,0
